date,cases,deaths,tests,vaccinated,positivity_rate,moving_avg_7,year,month,weekday
2020-03-03,8,0,376,0,2.127659574468085,10.571428571428571,2020,3,Tue
2020-03-04,5,0,110,0,4.545454545454546,9.428571428571429,2020,3,Wed
2020-03-05,11,0,421,0,2.6128266033254155,9.142857142857142,2020,3,Thu
2020-03-06,7,0,356,0,1.9662921348314606,8.285714285714286,2020,3,Fri
2020-03-07,10,0,251,0,3.9840637450199203,8,2020,3,Sat
2020-03-08,14,0,385,0,3.6363636363636362,8.857142857142858,2020,3,Sun
2020-03-09,12,0,343,0,3.498542274052478,9.571428571428571,2020,3,Mon
2020-03-10,10,0,360,0,2.7777777777777777,9.857142857142858,2020,3,Tue
2020-03-11,11,0,369,0,2.9810298102981028,10.714285714285714,2020,3,Wed
2020-03-12,9,0,377,0,2.3872679045092835,10.428571428571429,2020,3,Thu
2020-03-13,8,0,381,0,2.099737532808399,10.571428571428571,2020,3,Fri
2020-03-14,10,0,240,0,4.166666666666666,10.571428571428571,2020,3,Sat
2020-03-15,8,0,299,0,2.6755852842809364,9.714285714285714,2020,3,Sun
2020-03-16,8,0,154,0,5.194805194805195,9.142857142857142,2020,3,Mon
2020-03-17,12,0,307,0,3.908794788273615,9.428571428571429,2020,3,Tue
2020-03-18,8,0,403,0,1.9851116625310175,9,2020,3,Wed
2020-03-19,8,0,367,0,2.17983651226158,8.857142857142858,2020,3,Thu
2020-03-20,11,1,308,0,3.571428571428571,9.285714285714286,2020,3,Fri
2020-03-21,7,0,236,0,2.9661016949152543,8.857142857142858,2020,3,Sat
2020-03-22,11,0,503,0,2.1868787276341948,9.285714285714286,2020,3,Sun
2020-03-23,10,0,523,0,1.9120458891013385,9.571428571428571,2020,3,Mon
2020-03-24,10,0,229,0,4.366812227074235,9.285714285714286,2020,3,Tue
2020-03-25,9,1,431,0,2.088167053364269,9.428571428571429,2020,3,Wed
2020-03-26,6,0,186,0,3.225806451612903,9.142857142857142,2020,3,Thu
2020-03-27,9,0,433,0,2.0785219399538106,8.857142857142858,2020,3,Fri
2020-03-28,10,0,250,0,4,9.285714285714286,2020,3,Sat
2020-03-29,12,0,477,0,2.515723270440252,9.428571428571429,2020,3,Sun
2020-03-30,9,0,308,0,2.922077922077922,9.285714285714286,2020,3,Mon
2020-03-31,9,0,349,0,2.5787965616045847,9.142857142857142,2020,3,Tue
2020-04-01,9,0,398,0,2.261306532663317,9.142857142857142,2020,4,Wed
2020-04-02,9,0,401,0,2.2443890274314215,9.571428571428571,2020,4,Thu
2020-04-03,9,0,239,0,3.765690376569038,9.571428571428571,2020,4,Fri
2020-04-04,8,0,278,0,2.877697841726619,9.285714285714286,2020,4,Sat
2020-04-05,8,0,261,0,3.065134099616858,8.714285714285714,2020,4,Sun
2020-04-06,13,0,525,0,2.4761904761904763,9.285714285714286,2020,4,Mon
2020-04-07,6,0,155,0,3.870967741935484,8.857142857142858,2020,4,Tue
2020-04-08,8,0,299,0,2.6755852842809364,8.714285714285714,2020,4,Wed
2020-04-09,13,0,280,0,4.642857142857143,9.285714285714286,2020,4,Thu
2020-04-10,11,0,475,0,2.3157894736842106,9.571428571428571,2020,4,Fri
2020-04-11,16,1,429,0,3.7296037296037294,10.714285714285714,2020,4,Sat
2020-04-12,14,1,624,0,2.2435897435897436,11.571428571428571,2020,4,Sun
2020-04-13,9,0,217,0,4.147465437788019,11,2020,4,Mon
2020-04-14,10,0,451,0,2.2172949002217295,11.571428571428571,2020,4,Tue
2020-04-15,4,0,144,0,2.7777777777777777,11,2020,4,Wed
2020-04-16,14,0,590,0,2.3728813559322033,11.142857142857142,2020,4,Thu
2020-04-17,10,0,291,0,3.436426116838488,11,2020,4,Fri
2020-04-18,13,0,300,0,4.333333333333334,10.571428571428571,2020,4,Sat
2020-04-19,19,0,949,0,2.0021074815595363,11.285714285714286,2020,4,Sun
2020-04-20,10,0,457,0,2.1881838074398248,11.428571428571429,2020,4,Mon
2020-04-21,10,0,181,0,5.524861878453039,11.428571428571429,2020,4,Tue
2020-04-22,8,0,325,0,2.4615384615384617,12,2020,4,Wed
2020-04-23,9,0,275,0,3.272727272727273,11.285714285714286,2020,4,Thu
2020-04-24,10,0,276,0,3.6231884057971016,11.285714285714286,2020,4,Fri
2020-04-25,13,0,596,0,2.1812080536912752,11.285714285714286,2020,4,Sat
2020-04-26,8,0,186,0,4.301075268817205,9.714285714285714,2020,4,Sun
2020-04-27,11,0,507,0,2.1696252465483234,9.857142857142858,2020,4,Mon
2020-04-28,6,0,177,0,3.389830508474576,9.285714285714286,2020,4,Tue
2020-04-29,6,0,213,0,2.8169014084507045,9,2020,4,Wed
2020-04-30,9,0,378,0,2.380952380952381,9,2020,4,Thu
2020-05-01,12,0,494,0,2.42914979757085,9.285714285714286,2020,5,Fri
2020-05-02,13,0,488,0,2.663934426229508,9.285714285714286,2020,5,Sat
2020-05-03,9,0,331,0,2.719033232628399,9.428571428571429,2020,5,Sun
2020-05-04,13,0,609,0,2.134646962233169,9.714285714285714,2020,5,Mon
2020-05-05,3,0,66,0,4.545454545454546,9.285714285714286,2020,5,Tue
2020-05-06,10,0,307,0,3.257328990228013,9.857142857142858,2020,5,Wed
2020-05-07,5,1,138,0,3.6231884057971016,9.285714285714286,2020,5,Thu
2020-05-08,13,0,576,0,2.256944444444444,9.428571428571429,2020,5,Fri
2020-05-09,6,0,166,0,3.614457831325301,8.428571428571429,2020,5,Sat
2020-05-10,14,0,480,0,2.9166666666666665,9.142857142857142,2020,5,Sun
2020-05-11,10,0,344,0,2.9069767441860463,8.714285714285714,2020,5,Mon
2020-05-12,9,0,368,0,2.4456521739130435,9.571428571428571,2020,5,Tue
2020-05-13,11,0,316,0,3.481012658227848,9.714285714285714,2020,5,Wed
2020-05-14,12,0,484,0,2.479338842975207,10.714285714285714,2020,5,Thu
2020-05-15,18,0,774,0,2.3255813953488373,11.428571428571429,2020,5,Fri
2020-05-16,7,0,325,0,2.1538461538461537,11.571428571428571,2020,5,Sat
2020-05-17,7,0,308,0,2.272727272727273,10.571428571428571,2020,5,Sun
2020-05-18,9,0,219,0,4.10958904109589,10.428571428571429,2020,5,Mon
2020-05-19,14,0,513,0,2.729044834307992,11.142857142857142,2020,5,Tue
2020-05-20,12,0,333,0,3.6036036036036037,11.285714285714286,2020,5,Wed
2020-05-21,11,0,359,0,3.064066852367688,11.142857142857142,2020,5,Thu
2020-05-22,14,0,633,0,2.211690363349131,10.571428571428571,2020,5,Fri
2020-05-23,10,0,226,0,4.424778761061947,11,2020,5,Sat
2020-05-24,16,0,731,0,2.188782489740082,12.285714285714286,2020,5,Sun
2020-05-25,10,0,313,0,3.1948881789137378,12.428571428571429,2020,5,Mon
2020-05-26,8,0,296,0,2.7027027027027026,11.571428571428571,2020,5,Tue
2020-05-27,10,1,209,0,4.784688995215311,11.285714285714286,2020,5,Wed
2020-05-28,10,0,364,0,2.7472527472527473,11.142857142857142,2020,5,Thu
2020-05-29,11,0,414,0,2.657004830917874,10.714285714285714,2020,5,Fri
2020-05-30,11,0,314,0,3.5031847133757963,10.857142857142858,2020,5,Sat
2020-05-31,9,0,448,0,2.0089285714285716,9.857142857142858,2020,5,Sun
2020-06-01,9,0,239,0,3.765690376569038,9.714285714285714,2020,6,Mon
2020-06-02,9,0,217,0,4.147465437788019,9.857142857142858,2020,6,Tue
2020-06-03,6,0,158,0,3.79746835443038,9.285714285714286,2020,6,Wed
2020-06-04,10,0,232,0,4.310344827586207,9.285714285714286,2020,6,Thu
2020-06-05,15,1,356,0,4.213483146067416,9.857142857142858,2020,6,Fri
2020-06-06,9,0,453,0,1.9867549668874174,9.571428571428571,2020,6,Sat
2020-06-07,14,0,266,0,5.263157894736842,10.285714285714286,2020,6,Sun
2020-06-08,15,0,340,0,4.411764705882353,11.142857142857142,2020,6,Mon
2020-06-09,10,0,506,0,1.9762845849802373,11.285714285714286,2020,6,Tue
2020-06-10,12,0,335,0,3.582089552238806,12.142857142857142,2020,6,Wed
2020-06-11,10,0,259,0,3.861003861003861,12.142857142857142,2020,6,Thu
2020-06-12,14,0,612,0,2.287581699346405,12,2020,6,Fri
2020-06-13,10,0,425,0,2.3529411764705883,12.142857142857142,2020,6,Sat
2020-06-14,7,0,272,0,2.5735294117647056,11.142857142857142,2020,6,Sun
2020-06-15,11,0,527,0,2.0872865275142316,10.571428571428571,2020,6,Mon
2020-06-16,6,0,238,0,2.5210084033613445,10,2020,6,Tue
2020-06-17,7,0,209,0,3.349282296650718,9.285714285714286,2020,6,Wed
2020-06-18,15,0,452,0,3.3185840707964607,10,2020,6,Thu
2020-06-19,11,0,195,0,5.641025641025641,9.571428571428571,2020,6,Fri
2020-06-20,10,0,291,0,3.436426116838488,9.571428571428571,2020,6,Sat
2020-06-21,14,0,675,0,2.074074074074074,10.571428571428571,2020,6,Sun
2020-06-22,11,0,269,0,4.089219330855019,10.571428571428571,2020,6,Mon
2020-06-23,9,0,304,0,2.9605263157894735,11,2020,6,Tue
2020-06-24,15,0,660,0,2.272727272727273,12.142857142857142,2020,6,Wed
2020-06-25,8,0,273,0,2.93040293040293,11.142857142857142,2020,6,Thu
2020-06-26,5,0,129,0,3.875968992248062,10.285714285714286,2020,6,Fri
2020-06-27,12,0,580,0,2.0689655172413794,10.571428571428571,2020,6,Sat
2020-06-28,9,1,222,0,4.054054054054054,9.857142857142858,2020,6,Sun
2020-06-29,12,0,441,0,2.7210884353741496,10,2020,6,Mon
2020-06-30,9,0,271,0,3.3210332103321036,10,2020,6,Tue
2020-07-01,19,0,889,0,2.1372328458942635,10.571428571428571,2020,7,Wed
2020-07-02,7,0,279,0,2.5089605734767026,10.428571428571429,2020,7,Thu
2020-07-03,12,0,413,0,2.9055690072639226,11.428571428571429,2020,7,Fri
2020-07-04,15,0,598,0,2.508361204013378,11.857142857142858,2020,7,Sat
2020-07-05,12,0,452,0,2.6548672566371683,12.285714285714286,2020,7,Sun
2020-07-06,12,0,546,0,2.197802197802198,12.285714285714286,2020,7,Mon
2020-07-07,8,0,339,0,2.359882005899705,12.142857142857142,2020,7,Tue
2020-07-08,11,0,325,0,3.3846153846153846,11,2020,7,Wed
2020-07-09,5,1,205,0,2.4390243902439024,10.714285714285714,2020,7,Thu
2020-07-10,13,0,595,0,2.1848739495798317,10.857142857142858,2020,7,Fri
2020-07-11,7,0,270,0,2.5925925925925926,9.714285714285714,2020,7,Sat
2020-07-12,16,1,584,0,2.73972602739726,10.285714285714286,2020,7,Sun
2020-07-13,10,0,287,0,3.484320557491289,10,2020,7,Mon
2020-07-14,6,0,216,0,2.7777777777777777,9.714285714285714,2020,7,Tue
2020-07-15,8,0,330,0,2.4242424242424243,9.285714285714286,2020,7,Wed
2020-07-16,7,0,227,0,3.0837004405286343,9.571428571428571,2020,7,Thu
2020-07-17,5,0,140,0,3.571428571428571,8.428571428571429,2020,7,Fri
2020-07-18,7,0,246,0,2.8455284552845526,8.428571428571429,2020,7,Sat
2020-07-19,9,0,356,0,2.528089887640449,7.428571428571429,2020,7,Sun
2020-07-20,16,0,466,0,3.4334763948497855,8.285714285714286,2020,7,Mon
2020-07-21,8,0,391,0,2.0460358056265986,8.571428571428571,2020,7,Tue
2020-07-22,5,0,117,0,4.273504273504273,8.142857142857142,2020,7,Wed
2020-07-23,3,0,81,0,3.7037037037037033,7.571428571428571,2020,7,Thu
2020-07-24,8,1,210,0,3.8095238095238098,8,2020,7,Fri
2020-07-25,11,0,213,0,5.164319248826291,8.571428571428571,2020,7,Sat
2020-07-26,10,0,490,0,2.0408163265306123,8.714285714285714,2020,7,Sun
2020-07-27,9,0,253,0,3.557312252964427,7.714285714285714,2020,7,Mon
2020-07-28,11,0,478,0,2.301255230125523,8.142857142857142,2020,7,Tue
2020-07-29,8,0,243,0,3.292181069958848,8.571428571428571,2020,7,Wed
2020-07-30,9,0,431,0,2.088167053364269,9.428571428571429,2020,7,Thu
2020-07-31,6,0,145,0,4.137931034482759,9.142857142857142,2020,7,Fri
2020-08-01,12,0,413,0,2.9055690072639226,9.285714285714286,2020,8,Sat
2020-08-02,8,0,356,0,2.247191011235955,9,2020,8,Sun
2020-08-03,13,0,511,0,2.5440313111545985,9.571428571428571,2020,8,Mon
2020-08-04,11,0,288,0,3.8194444444444446,9.571428571428571,2020,8,Tue
2020-08-05,6,0,236,0,2.5423728813559325,9.285714285714286,2020,8,Wed
2020-08-06,9,0,396,0,2.272727272727273,9.285714285714286,2020,8,Thu
2020-08-07,12,0,559,0,2.146690518783542,10.142857142857142,2020,8,Fri
2020-08-08,7,0,288,0,2.430555555555556,9.428571428571429,2020,8,Sat
2020-08-09,7,0,214,0,3.2710280373831773,9.285714285714286,2020,8,Sun
2020-08-10,5,0,193,0,2.5906735751295336,8.142857142857142,2020,8,Mon
2020-08-11,9,0,212,0,4.245283018867925,7.857142857142857,2020,8,Tue
2020-08-12,15,0,433,0,3.4642032332563506,9.142857142857142,2020,8,Wed
2020-08-13,13,0,322,0,4.037267080745342,9.714285714285714,2020,8,Thu
2020-08-14,14,0,387,0,3.6175710594315245,10,2020,8,Fri
2020-08-15,9,0,413,0,2.1791767554479415,10.285714285714286,2020,8,Sat
2020-08-16,10,0,227,0,4.405286343612335,10.714285714285714,2020,8,Sun
2020-08-17,11,0,301,0,3.6544850498338874,11.571428571428571,2020,8,Mon
2020-08-18,17,0,524,0,3.2442748091603053,12.714285714285714,2020,8,Tue
2020-08-19,12,0,405,0,2.9629629629629632,12.285714285714286,2020,8,Wed
2020-08-20,8,0,214,0,3.7383177570093453,11.571428571428571,2020,8,Thu
2020-08-21,3,0,109,0,2.7522935779816518,10,2020,8,Fri
2020-08-22,8,0,297,0,2.6936026936026933,9.857142857142858,2020,8,Sat
2020-08-23,7,0,170,0,4.117647058823529,9.428571428571429,2020,8,Sun
2020-08-24,10,0,401,0,2.493765586034913,9.285714285714286,2020,8,Mon
2020-08-25,8,0,290,0,2.7586206896551726,8,2020,8,Tue
2020-08-26,14,0,354,0,3.954802259887006,8.285714285714286,2020,8,Wed
2020-08-27,8,1,293,0,2.7303754266211606,8.285714285714286,2020,8,Thu
2020-08-28,9,0,438,0,2.054794520547945,9.142857142857142,2020,8,Fri
2020-08-29,15,0,407,0,3.6855036855036856,10.142857142857142,2020,8,Sat
2020-08-30,6,0,287,0,2.0905923344947737,10,2020,8,Sun
2020-08-31,12,0,452,0,2.6548672566371683,10.285714285714286,2020,8,Mon
2020-09-01,11,0,351,0,3.133903133903134,10.714285714285714,2020,9,Tue
2020-09-02,8,0,280,0,2.857142857142857,9.857142857142858,2020,9,Wed
2020-09-03,15,0,339,0,4.424778761061947,10.857142857142858,2020,9,Thu
2020-09-04,15,0,469,0,3.1982942430703627,11.714285714285714,2020,9,Fri
2020-09-05,8,0,157,0,5.095541401273886,10.714285714285714,2020,9,Sat
2020-09-06,8,0,217,0,3.686635944700461,11,2020,9,Sun
2020-09-07,12,0,212,0,5.660377358490567,11,2020,9,Mon
2020-09-08,6,0,141,0,4.25531914893617,10.285714285714286,2020,9,Tue
2020-09-09,5,0,232,0,2.1551724137931036,9.857142857142858,2020,9,Wed
2020-09-10,6,0,137,0,4.37956204379562,8.571428571428571,2020,9,Thu
2020-09-11,4,0,93,0,4.301075268817205,7,2020,9,Fri
2020-09-12,5,0,206,0,2.4271844660194173,6.571428571428571,2020,9,Sat
2020-09-13,20,0,962,0,2.079002079002079,8.285714285714286,2020,9,Sun
2020-09-14,17,1,578,0,2.941176470588235,9,2020,9,Mon
2020-09-15,8,1,275,0,2.909090909090909,9.285714285714286,2020,9,Tue
2020-09-16,13,1,612,0,2.1241830065359477,10.428571428571429,2020,9,Wed
2020-09-17,11,0,458,0,2.4017467248908297,11.142857142857142,2020,9,Thu
2020-09-18,13,1,615,0,2.113821138211382,12.428571428571429,2020,9,Fri
2020-09-19,14,0,512,0,2.734375,13.714285714285714,2020,9,Sat
2020-09-20,11,0,279,0,3.942652329749104,12.428571428571429,2020,9,Sun
2020-09-21,17,0,614,0,2.768729641693811,12.428571428571429,2020,9,Mon
2020-09-22,6,0,147,0,4.081632653061225,12.142857142857142,2020,9,Tue
2020-09-23,9,0,365,0,2.4657534246575343,11.571428571428571,2020,9,Wed
2020-09-24,12,0,562,0,2.135231316725979,11.714285714285714,2020,9,Thu
2020-09-25,8,1,184,0,4.3478260869565215,11,2020,9,Fri
2020-09-26,4,0,133,0,3.007518796992481,9.571428571428571,2020,9,Sat
2020-09-27,20,0,744,0,2.6881720430107525,10.857142857142858,2020,9,Sun
2020-09-28,6,0,126,0,4.761904761904762,9.285714285714286,2020,9,Mon
2020-09-29,10,0,197,0,5.0761421319796955,9.857142857142858,2020,9,Tue
2020-09-30,11,0,514,0,2.140077821011673,10.142857142857142,2020,9,Wed
2020-10-01,6,0,307,0,1.9543973941368076,9.285714285714286,2020,10,Thu
2020-10-02,8,0,168,0,4.761904761904762,9.285714285714286,2020,10,Fri
2020-10-03,8,0,282,0,2.8368794326241136,9.857142857142858,2020,10,Sat
2020-10-04,5,0,159,0,3.1446540880503147,7.714285714285714,2020,10,Sun
2020-10-05,13,1,504,0,2.579365079365079,8.714285714285714,2020,10,Mon
2020-10-06,12,0,484,0,2.479338842975207,9,2020,10,Tue
2020-10-07,9,0,278,0,3.237410071942446,8.714285714285714,2020,10,Wed
2020-10-08,9,0,371,0,2.4258760107816713,9.142857142857142,2020,10,Thu
2020-10-09,13,0,599,0,2.1702838063439067,9.857142857142858,2020,10,Fri
2020-10-10,3,0,76,0,3.9473684210526314,9.142857142857142,2020,10,Sat
2020-10-11,11,0,456,0,2.4122807017543857,10,2020,10,Sun
2020-10-12,13,0,636,0,2.044025157232704,10,2020,10,Mon
2020-10-13,11,0,254,0,4.330708661417323,9.857142857142858,2020,10,Tue
2020-10-14,10,0,411,0,2.4330900243309004,10,2020,10,Wed
2020-10-15,12,1,485,0,2.4742268041237114,10.428571428571429,2020,10,Thu
2020-10-16,14,0,433,0,3.233256351039261,10.571428571428571,2020,10,Fri
2020-10-17,7,0,136,0,5.147058823529411,11.142857142857142,2020,10,Sat
2020-10-18,10,0,315,0,3.1746031746031744,11,2020,10,Sun
2020-10-19,10,0,242,0,4.132231404958678,10.571428571428571,2020,10,Mon
2020-10-20,11,1,381,0,2.8871391076115485,10.571428571428571,2020,10,Tue
2020-10-21,7,0,358,0,1.9553072625698324,10.142857142857142,2020,10,Wed
2020-10-22,5,0,116,0,4.310344827586207,9.142857142857142,2020,10,Thu
2020-10-23,10,0,315,0,3.1746031746031744,8.571428571428571,2020,10,Fri
2020-10-24,11,0,395,0,2.7848101265822782,9.142857142857142,2020,10,Sat
2020-10-25,11,0,300,0,3.6666666666666665,9.285714285714286,2020,10,Sun
2020-10-26,6,0,217,0,2.7649769585253456,8.714285714285714,2020,10,Mon
2020-10-27,12,0,332,0,3.614457831325301,8.857142857142858,2020,10,Tue
2020-10-28,11,0,383,0,2.8720626631853787,9.428571428571429,2020,10,Wed
2020-10-29,14,0,671,0,2.086438152011923,10.714285714285714,2020,10,Thu
2020-10-30,13,0,683,0,1.903367496339678,11.142857142857142,2020,10,Fri
2020-10-31,14,0,502,0,2.788844621513944,11.571428571428571,2020,10,Sat
2020-11-01,7,0,331,0,2.1148036253776437,11,2020,11,Sun
2020-11-02,8,0,271,0,2.952029520295203,11.285714285714286,2020,11,Mon
2020-11-03,11,0,258,0,4.263565891472868,11.142857142857142,2020,11,Tue
2020-11-04,15,0,318,0,4.716981132075472,11.714285714285714,2020,11,Wed
2020-11-05,15,0,524,0,2.8625954198473282,11.857142857142858,2020,11,Thu
2020-11-06,8,0,357,0,2.2408963585434174,11.142857142857142,2020,11,Fri
2020-11-07,7,0,192,0,3.6458333333333335,10.142857142857142,2020,11,Sat
2020-11-08,9,0,174,0,5.172413793103448,10.428571428571429,2020,11,Sun
2020-11-09,12,0,316,0,3.79746835443038,11,2020,11,Mon
2020-11-10,9,0,216,0,4.166666666666666,10.714285714285714,2020,11,Tue
2020-11-11,11,0,325,0,3.3846153846153846,10.142857142857142,2020,11,Wed
2020-11-12,12,0,434,0,2.7649769585253456,9.714285714285714,2020,11,Thu
2020-11-13,13,0,320,0,4.0625,10.428571428571429,2020,11,Fri
2020-11-14,9,0,305,0,2.9508196721311477,10.714285714285714,2020,11,Sat
2020-11-15,20,0,837,0,2.3894862604540026,12.285714285714286,2020,11,Sun
2020-11-16,12,1,245,0,4.8979591836734695,12.285714285714286,2020,11,Mon
2020-11-17,9,0,191,0,4.712041884816754,12.285714285714286,2020,11,Tue
2020-11-18,12,0,348,0,3.4482758620689653,12.428571428571429,2020,11,Wed
2020-11-19,16,0,693,0,2.3088023088023086,13,2020,11,Thu
2020-11-20,11,1,425,0,2.588235294117647,12.714285714285714,2020,11,Fri
2020-11-21,6,0,320,0,1.875,12.285714285714286,2020,11,Sat
2020-11-22,8,0,196,0,4.081632653061225,10.571428571428571,2020,11,Sun
2020-11-23,11,0,454,0,2.4229074889867843,10.428571428571429,2020,11,Mon
2020-11-24,11,0,371,0,2.964959568733154,10.714285714285714,2020,11,Tue
2020-11-25,5,0,125,0,4,9.714285714285714,2020,11,Wed
2020-11-26,7,0,196,0,3.571428571428571,8.428571428571429,2020,11,Thu
2020-11-27,10,0,363,0,2.7548209366391188,8.285714285714286,2020,11,Fri
2020-11-28,8,0,184,0,4.3478260869565215,8.571428571428571,2020,11,Sat
2020-11-29,12,0,490,0,2.4489795918367347,9.142857142857142,2020,11,Sun
2020-11-30,9,0,335,0,2.6865671641791042,8.857142857142858,2020,11,Mon
2020-12-01,15,0,680,0,2.2058823529411766,9.428571428571429,2020,12,Tue
2020-12-02,18,0,366,0,4.918032786885246,11.285714285714286,2020,12,Wed
2020-12-03,12,0,420,0,2.857142857142857,12,2020,12,Thu
2020-12-04,6,0,236,0,2.5423728813559325,11.428571428571429,2020,12,Fri
2020-12-05,16,0,494,0,3.2388663967611335,12.571428571428571,2020,12,Sat
2020-12-06,9,0,378,0,2.380952380952381,12.142857142857142,2020,12,Sun
2020-12-07,14,0,642,0,2.1806853582554515,12.857142857142858,2020,12,Mon
2020-12-08,12,0,487,0,2.4640657084188913,12.428571428571429,2020,12,Tue
2020-12-09,11,0,291,0,3.7800687285223367,11.428571428571429,2020,12,Wed
2020-12-10,7,0,230,0,3.0434782608695654,10.714285714285714,2020,12,Thu
2020-12-11,7,1,131,0,5.343511450381679,10.857142857142858,2020,12,Fri
2020-12-12,3,0,130,0,2.307692307692308,9,2020,12,Sat
2020-12-13,8,0,343,0,2.3323615160349855,8.857142857142858,2020,12,Sun
2020-12-14,10,0,348,0,2.8735632183908044,8.285714285714286,2020,12,Mon
2020-12-15,11,0,379,0,2.9023746701846966,8.142857142857142,2020,12,Tue
2020-12-16,9,0,252,0,3.571428571428571,7.857142857142857,2020,12,Wed
2020-12-17,10,0,325,0,3.076923076923077,8.285714285714286,2020,12,Thu
2020-12-18,6,0,184,0,3.260869565217391,8.142857142857142,2020,12,Fri
2020-12-19,8,0,151,0,5.298013245033113,8.857142857142858,2020,12,Sat
2020-12-20,8,0,295,0,2.711864406779661,8.857142857142858,2020,12,Sun
2020-12-21,12,0,476,0,2.5210084033613445,9.142857142857142,2020,12,Mon
2020-12-22,7,0,242,0,2.8925619834710745,8.571428571428571,2020,12,Tue
2020-12-23,10,0,338,0,2.9585798816568047,8.714285714285714,2020,12,Wed
2020-12-24,14,0,552,0,2.536231884057971,9.285714285714286,2020,12,Thu
2020-12-25,9,0,369,0,2.4390243902439024,9.714285714285714,2020,12,Fri
2020-12-26,14,1,710,0,1.971830985915493,10.571428571428571,2020,12,Sat
2020-12-27,10,0,460,0,2.1739130434782608,10.857142857142858,2020,12,Sun
2020-12-28,8,0,223,0,3.587443946188341,10.285714285714286,2020,12,Mon
2020-12-29,15,0,628,0,2.388535031847134,11.428571428571429,2020,12,Tue
2020-12-30,12,0,477,0,2.515723270440252,11.714285714285714,2020,12,Wed
2020-12-31,11,0,302,0,3.642384105960265,11.285714285714286,2020,12,Thu
2021-01-01,15,0,587,0,2.555366269165247,12.142857142857142,2021,1,Fri
2021-01-02,9,0,293,0,3.0716723549488054,11.428571428571429,2021,1,Sat
2021-01-03,12,0,468,0,2.564102564102564,11.714285714285714,2021,1,Sun
2021-01-04,11,0,296,0,3.7162162162162162,12.142857142857142,2021,1,Mon
